# Residuals   
# Time        	p_rgh         
0             	N/A
0.005         	1.000000e+00
0.01          	2.756929e-01
0.015         	2.629127e-01
0.02          	2.313640e-01
0.025         	8.308500e-02
0.03          	5.378406e-02
0.035         	3.691211e-02
0.04          	2.669031e-02
0.045         	2.179734e-02
0.05          	2.001514e-02
0.055         	1.956232e-02
0.06          	1.804467e-02
0.065         	1.625661e-02
0.07          	1.486964e-02
0.075         	1.369939e-02
0.08          	1.303963e-02
0.085         	1.243870e-02
0.09          	1.163371e-02
0.095         	1.151128e-02
0.1           	1.131817e-02
0.105         	1.105587e-02
0.11          	1.042907e-02
0.115         	1.022722e-02
0.12          	1.042759e-02
0.125         	1.038637e-02
0.13          	1.038581e-02
0.135         	1.039536e-02
0.14          	1.057696e-02
0.145         	9.939893e-03
0.15          	9.613530e-03
0.155         	9.462837e-03
0.16          	9.341010e-03
0.165         	9.290724e-03
0.17          	9.363719e-03
0.175         	9.352073e-03
0.18          	9.444572e-03
0.185         	9.495216e-03
0.19          	9.272065e-03
0.195         	9.189068e-03
0.2           	9.331015e-03
0.205         	9.224029e-03
0.21          	9.115251e-03
0.215         	8.973791e-03
0.22          	8.815157e-03
0.225         	8.631844e-03
0.23          	8.507224e-03
0.235         	8.438383e-03
0.24          	8.391674e-03
0.245         	8.270530e-03
0.25          	8.103648e-03
0.255         	8.000257e-03
0.26          	7.882573e-03
0.265         	7.852323e-03
0.27          	7.866061e-03
0.275         	7.906164e-03
0.28          	7.773445e-03
0.285         	7.627370e-03
0.29          	7.535902e-03
0.295         	7.517881e-03
0.3           	7.648923e-03
0.305         	7.666924e-03
0.31          	7.598708e-03
0.315         	7.979462e-03
0.32          	7.541266e-03
0.325         	7.351163e-03
0.33          	7.459908e-03
0.335         	7.399471e-03
0.34          	7.287058e-03
0.345         	7.154999e-03
0.35          	7.029155e-03
0.355         	7.139013e-03
0.36          	7.221080e-03
0.365         	7.086942e-03
0.37          	6.930661e-03
0.375         	6.827431e-03
0.38          	6.845029e-03
0.385         	6.914822e-03
0.39          	6.940378e-03
0.395         	6.755861e-03
0.4           	6.587515e-03
0.405         	6.502342e-03
0.41          	6.521722e-03
0.415         	6.474666e-03
0.42          	6.474708e-03
0.425         	6.301826e-03
0.43          	6.255933e-03
0.435         	6.183879e-03
0.44          	6.069448e-03
0.445         	6.135427e-03
0.45          	6.130898e-03
0.455         	5.952675e-03
0.46          	5.943423e-03
0.465         	5.900926e-03
0.47          	5.813331e-03
0.475         	5.799295e-03
0.48          	5.763918e-03
0.485         	5.712907e-03
0.49          	5.654798e-03
0.495         	5.566203e-03
0.5           	5.477263e-03
0.505         	5.328666e-03
0.51          	5.337924e-03
0.515         	5.385637e-03
0.52          	5.367302e-03
0.525         	5.231459e-03
0.53          	5.136277e-03
0.535         	5.124644e-03
0.54          	5.177490e-03
0.545         	5.142749e-03
0.55          	5.132958e-03
0.555         	4.996301e-03
0.56          	4.952047e-03
0.565         	4.937621e-03
0.57          	4.880334e-03
0.575         	4.889469e-03
0.58          	4.923593e-03
0.585         	4.936317e-03
0.59          	4.799231e-03
0.595         	4.653587e-03
0.6           	4.650476e-03
0.605         	4.679454e-03
0.61          	4.614487e-03
0.615         	4.503920e-03
0.62          	4.420617e-03
0.625         	4.394622e-03
0.63          	4.352021e-03
0.635         	4.353663e-03
0.64          	4.314040e-03
0.645         	4.270961e-03
0.65          	4.129148e-03
0.655         	4.077500e-03
0.66          	4.079078e-03
0.665         	4.244514e-03
0.67          	4.070811e-03
0.675         	4.023376e-03
0.68          	3.923621e-03
0.685         	3.911544e-03
0.69          	3.903168e-03
0.695         	3.829231e-03
0.7           	3.751397e-03
0.705         	3.744817e-03
0.71          	3.688394e-03
0.715         	3.613076e-03
0.72          	3.568050e-03
0.725         	3.541220e-03
0.73          	3.657247e-03
0.735         	3.607349e-03
0.74          	3.488641e-03
0.745         	3.411743e-03
0.75          	3.397148e-03
0.755         	3.388824e-03
0.76          	3.345088e-03
0.765         	3.288150e-03
0.77          	3.246066e-03
0.775         	3.243872e-03
0.78          	3.200340e-03
0.785         	3.181025e-03
0.79          	3.154889e-03
0.795         	3.122411e-03
0.8           	3.074406e-03
0.805         	3.042683e-03
0.81          	3.008551e-03
0.815         	2.965033e-03
0.82          	2.967050e-03
0.825         	2.964846e-03
0.83          	2.927990e-03
0.835         	2.943101e-03
0.84          	2.913869e-03
0.845         	2.892557e-03
0.85          	2.884527e-03
0.855         	2.823529e-03
0.86          	2.787052e-03
0.865         	2.770500e-03
0.87          	2.741052e-03
0.875         	2.734293e-03
0.88          	2.710770e-03
0.885         	2.729713e-03
0.89          	2.639600e-03
0.895         	2.603075e-03
0.9           	2.584338e-03
0.905         	2.589807e-03
0.91          	2.589871e-03
0.915         	2.594959e-03
0.92          	2.583259e-03
0.925         	2.548880e-03
0.93          	2.476580e-03
0.935         	2.479937e-03
0.94          	2.442065e-03
0.945         	2.448985e-03
0.95          	2.506549e-03
0.955         	2.588091e-03
0.96          	2.507088e-03
0.965         	2.441568e-03
0.97          	2.382863e-03
0.975         	2.334727e-03
0.98          	2.329851e-03
0.985         	2.297450e-03
0.99          	2.344249e-03
0.995         	2.354498e-03
1             	2.315345e-03
1.005         	2.256353e-03
