# Region      : all 
# Cells       : 16000
# Volume      : 2.000000e-03
# Time        	volAverage(alpha.air)
0             	0.000000e+00
0.05          	6.604885e-04
0.1           	1.160489e-03
0.15          	1.660530e-03
0.2           	2.160530e-03
0.25          	2.660532e-03
0.3           	3.178237e-03
0.35          	3.678237e-03
0.4           	4.178237e-03
0.45          	4.678237e-03
0.5           	5.178237e-03
0.55          	5.678237e-03
0.6           	6.178238e-03
0.65          	6.678238e-03
0.7           	7.178238e-03
0.75          	7.678248e-03
0.8           	8.178251e-03
0.85          	8.678261e-03
0.9           	9.178262e-03
0.95          	9.678262e-03
1             	1.017826e-02
1.05          	1.067826e-02
1.1           	1.117826e-02
1.15          	1.167826e-02
1.2           	1.217826e-02
1.25          	1.267826e-02
1.3           	1.317826e-02
1.35          	1.367826e-02
1.4           	1.417826e-02
1.45          	1.467826e-02
1.5           	1.517827e-02
1.55          	1.567829e-02
1.6           	1.617829e-02
1.65          	1.667829e-02
1.7           	1.717829e-02
1.75          	1.767829e-02
1.8           	1.817833e-02
1.85          	1.867833e-02
1.9           	1.917833e-02
1.95          	1.967833e-02
2             	2.017833e-02
2.05          	2.067833e-02
2.1           	2.117833e-02
2.15          	2.167833e-02
2.2           	2.217833e-02
2.25          	2.267833e-02
2.3           	2.317833e-02
2.35          	2.367833e-02
2.4           	2.417833e-02
2.45          	2.467836e-02
2.5           	2.517841e-02
2.55          	2.567841e-02
2.6           	2.617841e-02
2.65          	2.667841e-02
2.7           	2.717841e-02
2.75          	2.767841e-02
2.8           	2.817841e-02
2.85          	2.867841e-02
2.9           	2.917841e-02
2.95          	2.967841e-02
3             	3.017842e-02
3.05          	3.067842e-02
3.1           	3.118023e-02
3.15          	3.168023e-02
3.2           	3.218024e-02
3.25          	3.268024e-02
3.3           	3.318024e-02
3.35          	3.368025e-02
3.4           	3.418025e-02
3.45          	3.468028e-02
3.5           	3.518028e-02
3.55          	3.568029e-02
3.6           	3.618132e-02
3.65          	3.668132e-02
3.7           	3.718132e-02
3.75          	3.768126e-02
3.8           	3.818072e-02
3.85          	3.867819e-02
3.9           	3.917066e-02
3.95          	3.965373e-02
4             	4.012189e-02
4.05          	4.056900e-02
4.1           	4.098931e-02
4.15          	4.137805e-02
4.2           	4.173033e-02
4.25          	4.204283e-02
4.3           	4.232081e-02
4.35          	4.254611e-02
4.4           	4.272473e-02
4.45          	4.285482e-02
4.5           	4.293628e-02
4.55          	4.297204e-02
4.6           	4.297009e-02
4.65          	4.294341e-02
4.7           	4.290832e-02
4.75          	4.287736e-02
4.8           	4.285457e-02
4.85          	4.283600e-02
4.9           	4.281568e-02
4.95          	4.278965e-02
5             	4.275688e-02
5.05          	4.272309e-02
5.1           	4.268814e-02
5.15          	4.265851e-02
5.2           	4.263269e-02
5.25          	4.260567e-02
5.3           	4.257357e-02
5.35          	4.253442e-02
5.4           	4.248445e-02
5.45          	4.242460e-02
5.5           	4.235775e-02
5.55          	4.229078e-02
5.6           	4.223178e-02
5.65          	4.218439e-02
5.7           	4.214956e-02
5.75          	4.212707e-02
5.8           	4.211748e-02
5.85          	4.212038e-02
5.9           	4.213386e-02
5.95          	4.215433e-02
6             	4.217704e-02
6.05          	4.219896e-02
6.1           	4.221905e-02
6.15          	4.223699e-02
6.2           	4.225207e-02
6.25          	4.226337e-02
6.3           	4.227034e-02
6.35          	4.227282e-02
6.4           	4.227097e-02
6.45          	4.226504e-02
6.5           	4.225555e-02
6.55          	4.224293e-02
6.6           	4.222810e-02
6.65          	4.221223e-02
6.7           	4.219603e-02
6.75          	4.218049e-02
6.8           	4.216643e-02
