# Residuals   
# Time        	p_rgh         
0             	N/A
0.005         	1.000000e+00
0.01          	4.194802e-01
0.015         	4.273100e-01
0.02          	2.591695e-01
0.025         	8.816867e-02
0.03          	5.170401e-02
0.035         	3.598618e-02
0.04          	2.712529e-02
0.045         	2.355705e-02
0.05          	2.085660e-02
0.055         	1.778557e-02
0.06          	1.705099e-02
0.065         	1.665084e-02
0.07          	1.590863e-02
0.075         	1.533483e-02
0.08          	1.476993e-02
0.085         	1.315812e-02
0.09          	1.326478e-02
0.095         	1.472326e-02
0.1           	1.397598e-02
0.105         	1.370063e-02
0.11          	1.363453e-02
0.115         	1.304205e-02
0.12          	1.278676e-02
0.125         	1.249529e-02
0.13          	1.212585e-02
0.135         	1.207815e-02
0.14          	1.200826e-02
0.145         	1.176803e-02
0.15          	1.168087e-02
0.155         	1.147758e-02
0.16          	1.130417e-02
0.165         	1.110045e-02
0.17          	1.122221e-02
0.175         	1.098644e-02
0.18          	1.095605e-02
0.185         	1.079829e-02
0.19          	1.039229e-02
0.195         	9.880285e-03
0.2           	1.014652e-02
0.205         	9.934825e-03
0.21          	9.903554e-03
0.215         	9.621134e-03
0.22          	9.425204e-03
0.225         	8.999098e-03
0.23          	8.925778e-03
0.235         	8.917038e-03
0.24          	9.022099e-03
0.245         	8.787172e-03
0.25          	8.633438e-03
0.255         	8.264653e-03
0.26          	7.806560e-03
0.265         	7.520665e-03
0.27          	7.452457e-03
0.275         	7.397628e-03
0.28          	7.323822e-03
0.285         	7.134437e-03
0.29          	7.053850e-03
0.295         	6.738065e-03
0.3           	6.569364e-03
0.305         	6.360030e-03
0.31          	6.184203e-03
0.315         	6.068763e-03
0.32          	5.948386e-03
0.325         	5.855588e-03
0.33          	5.739065e-03
0.335         	5.634930e-03
0.34          	5.540544e-03
0.345         	5.447587e-03
0.35          	5.355880e-03
0.355         	5.237693e-03
0.36          	5.115224e-03
0.365         	5.076786e-03
0.37          	4.987034e-03
0.375         	4.945712e-03
0.38          	4.864744e-03
0.385         	4.791533e-03
0.39          	4.761920e-03
0.395         	4.726487e-03
0.4           	4.660066e-03
0.405         	4.573447e-03
0.41          	4.516289e-03
0.415         	4.474861e-03
0.42          	4.464288e-03
0.425         	4.424740e-03
0.43          	4.420741e-03
0.435         	4.343932e-03
0.44          	4.284437e-03
0.445         	4.209214e-03
0.45          	4.208007e-03
0.455         	4.153095e-03
0.46          	4.152172e-03
0.465         	4.106546e-03
0.47          	4.103005e-03
0.475         	4.002806e-03
0.48          	3.998197e-03
0.485         	3.950097e-03
0.49          	3.941322e-03
0.495         	3.858358e-03
0.5           	3.838900e-03
0.505         	3.768502e-03
0.51          	3.755946e-03
0.515         	3.699503e-03
0.52          	3.685893e-03
0.525         	3.641865e-03
0.53          	3.616981e-03
0.535         	3.547286e-03
0.54          	3.540620e-03
0.545         	3.508533e-03
0.55          	3.462032e-03
0.555         	3.397746e-03
0.56          	3.394101e-03
0.565         	3.364570e-03
0.57          	3.318124e-03
0.575         	3.255006e-03
0.58          	3.202825e-03
0.585         	3.173257e-03
0.59          	3.112533e-03
0.595         	3.080571e-03
0.6           	3.034664e-03
0.605         	3.008628e-03
0.61          	2.940116e-03
0.615         	2.872403e-03
0.62          	2.835221e-03
0.625         	2.837488e-03
0.63          	2.794232e-03
0.635         	2.731907e-03
0.64          	2.678542e-03
0.645         	2.626948e-03
0.65          	2.618680e-03
0.655         	2.572224e-03
0.66          	2.531373e-03
0.665         	2.487317e-03
0.67          	2.468898e-03
0.675         	2.406940e-03
0.68          	2.356346e-03
0.685         	2.322327e-03
0.69          	2.313362e-03
0.695         	2.272093e-03
0.7           	2.222731e-03
0.705         	2.171781e-03
0.71          	2.131548e-03
0.715         	2.111870e-03
0.72          	2.075725e-03
0.725         	2.029973e-03
0.73          	1.996072e-03
0.735         	1.979977e-03
0.74          	1.925226e-03
0.745         	1.882651e-03
0.75          	1.850597e-03
0.755         	1.835320e-03
0.76          	1.824931e-03
0.765         	1.779361e-03
0.77          	1.752688e-03
0.775         	1.708265e-03
0.78          	1.693525e-03
0.785         	1.668588e-03
0.79          	1.624339e-03
0.795         	1.598991e-03
0.8           	1.587163e-03
0.805         	1.569687e-03
0.81          	1.528184e-03
0.815         	1.498354e-03
0.82          	1.480026e-03
0.825         	1.465966e-03
0.83          	1.432296e-03
0.835         	1.408235e-03
0.84          	1.393696e-03
0.845         	1.376825e-03
0.85          	1.361338e-03
0.855         	1.327044e-03
0.86          	1.315029e-03
0.865         	1.290859e-03
0.87          	1.285770e-03
0.875         	1.260489e-03
0.88          	1.233548e-03
0.885         	1.212480e-03
0.89          	1.207484e-03
0.895         	1.195251e-03
0.9           	1.170505e-03
0.905         	1.150436e-03
0.91          	1.135067e-03
0.915         	1.121328e-03
0.92          	1.108878e-03
0.925         	1.085144e-03
0.93          	1.064150e-03
0.935         	1.053689e-03
0.94          	1.037922e-03
0.945         	1.024971e-03
0.95          	1.009132e-03
0.955         	9.986467e-04
0.96          	9.821277e-04
0.965         	9.675312e-04
0.97          	9.465469e-04
0.975         	9.345353e-04
0.98          	9.198333e-04
0.985         	9.060523e-04
0.99          	8.971343e-04
0.995         	8.931583e-04
1             	8.816648e-04
1.005         	8.668343e-04
