# Residuals   
# Time        	p_rgh         
0             	N/A
0.01          	1.000000e+00
0.02          	5.092482e-01
0.03          	3.586957e-01
0.04          	3.499317e-01
0.05          	1.009817e-01
0.06          	5.353878e-02
0.07          	4.718602e-02
0.08          	4.334676e-02
0.09          	3.839551e-02
0.1           	3.374162e-02
0.11          	3.121753e-02
0.12          	2.716683e-02
0.13          	2.634294e-02
0.14          	2.317989e-02
0.15          	2.341161e-02
0.16          	2.340367e-02
0.17          	2.318369e-02
0.18          	2.189279e-02
0.19          	2.131004e-02
0.2           	2.017338e-02
0.21          	1.963367e-02
0.22          	1.878527e-02
0.23          	1.869227e-02
0.24          	1.749983e-02
0.25          	1.659572e-02
0.26          	1.576115e-02
0.27          	1.547618e-02
0.28          	1.517339e-02
0.29          	1.485809e-02
0.3           	1.419684e-02
0.31          	1.376623e-02
0.32          	1.334921e-02
0.33          	1.290453e-02
0.34          	1.225948e-02
0.35          	1.206189e-02
0.36          	1.170606e-02
0.37          	1.121484e-02
0.38          	1.093951e-02
0.39          	1.074738e-02
0.4           	1.026631e-02
0.41          	1.008919e-02
0.42          	9.700136e-03
0.43          	9.410990e-03
0.44          	9.102520e-03
0.45          	8.978173e-03
0.46          	8.811300e-03
0.47          	8.601583e-03
0.48          	8.270954e-03
0.49          	8.049020e-03
0.5           	7.831792e-03
0.51          	7.587072e-03
0.52          	7.299725e-03
0.53          	7.298382e-03
0.54          	7.127338e-03
0.55          	6.821070e-03
0.56          	6.760783e-03
0.57          	6.900095e-03
0.58          	6.490117e-03
0.59          	6.359740e-03
0.6           	6.196836e-03
0.61          	5.984628e-03
0.62          	5.791998e-03
0.63          	5.696274e-03
0.64          	5.622335e-03
0.65          	5.451842e-03
0.66          	5.324940e-03
0.67          	5.224242e-03
0.68          	5.142259e-03
0.69          	4.930028e-03
0.7           	4.900972e-03
0.71          	4.792754e-03
0.72          	4.832778e-03
0.73          	4.506482e-03
0.74          	4.536984e-03
0.75          	4.378372e-03
0.76          	4.291399e-03
0.77          	4.215232e-03
0.78          	4.095414e-03
0.79          	3.973378e-03
0.8           	3.902354e-03
0.81          	3.822101e-03
0.82          	3.778340e-03
0.83          	3.700809e-03
0.84          	3.631915e-03
0.85          	3.494999e-03
0.86          	3.424006e-03
0.87          	3.346821e-03
0.88          	3.276035e-03
0.89          	3.230602e-03
0.9           	3.166139e-03
0.91          	3.054446e-03
0.92          	2.997604e-03
0.93          	2.928402e-03
0.94          	2.924954e-03
