# Region      : all 
# Cells       : 16000
# Volume      : 2.000000e-03
# Time        	volAverage(alpha.air)
0             	0.000000e+00
0.05          	9.041497e-04
0.1           	1.404150e-03
0.15          	1.904298e-03
0.2           	2.404316e-03
0.25          	2.906134e-03
0.3           	3.406141e-03
0.35          	3.906141e-03
0.4           	4.406144e-03
0.45          	4.906149e-03
0.5           	5.406149e-03
0.55          	5.906149e-03
0.6           	6.406150e-03
0.65          	6.906150e-03
0.7           	7.406150e-03
0.75          	7.906150e-03
0.8           	8.406150e-03
0.85          	8.906150e-03
0.9           	9.406150e-03
0.95          	9.906150e-03
1             	1.040616e-02
1.05          	1.090616e-02
1.1           	1.140616e-02
1.15          	1.190616e-02
1.2           	1.240616e-02
1.25          	1.290616e-02
1.3           	1.340616e-02
1.35          	1.390616e-02
1.4           	1.440617e-02
1.45          	1.490617e-02
1.5           	1.540621e-02
1.55          	1.590621e-02
1.6           	1.640621e-02
1.65          	1.690622e-02
1.7           	1.740622e-02
1.75          	1.790622e-02
1.8           	1.840622e-02
1.85          	1.890623e-02
1.9           	1.940623e-02
1.95          	1.990623e-02
2             	2.040623e-02
2.05          	2.090623e-02
2.1           	2.140623e-02
2.15          	2.190623e-02
2.2           	2.240623e-02
2.25          	2.290638e-02
2.3           	2.340638e-02
2.35          	2.390638e-02
2.4           	2.440638e-02
2.45          	2.490638e-02
2.5           	2.540638e-02
2.55          	2.590638e-02
2.6           	2.640638e-02
2.65          	2.690638e-02
2.7           	2.740638e-02
2.75          	2.790638e-02
2.8           	2.840638e-02
2.85          	2.890638e-02
2.9           	2.940638e-02
2.95          	2.990639e-02
3             	3.040639e-02
3.05          	3.090639e-02
3.1           	3.140639e-02
3.15          	3.190640e-02
3.2           	3.240640e-02
3.25          	3.290644e-02
3.3           	3.340644e-02
3.35          	3.390645e-02
3.4           	3.440645e-02
3.45          	3.490645e-02
3.5           	3.540645e-02
3.55          	3.590645e-02
3.6           	3.640645e-02
3.65          	3.690645e-02
3.7           	3.740613e-02
3.75          	3.790225e-02
3.8           	3.837854e-02
3.85          	3.876643e-02
3.9           	3.878685e-02
3.95          	3.814451e-02
4             	3.693973e-02
4.05          	3.537008e-02
4.1           	3.352490e-02
4.15          	3.149990e-02
4.2           	2.975465e-02
4.25          	2.845635e-02
4.3           	2.759241e-02
4.35          	2.710011e-02
4.4           	2.686736e-02
4.45          	2.677443e-02
4.5           	2.675693e-02
4.55          	2.678135e-02
4.6           	2.683015e-02
4.65          	2.689381e-02
4.7           	2.696494e-02
4.75          	2.703804e-02
4.8           	2.711062e-02
4.85          	2.718335e-02
4.9           	2.725860e-02
4.95          	2.733851e-02
5             	2.742510e-02
5.05          	2.751761e-02
5.1           	2.761600e-02
5.15          	2.771886e-02
5.2           	2.782373e-02
5.25          	2.792752e-02
5.3           	2.802856e-02
5.35          	2.812245e-02
5.4           	2.821005e-02
5.45          	2.829380e-02
5.5           	2.837379e-02
5.55          	2.845320e-02
5.6           	2.853329e-02
5.65          	2.861471e-02
5.7           	2.869731e-02
5.75          	2.878056e-02
5.8           	2.886375e-02
5.85          	2.894553e-02
5.9           	2.902506e-02
5.95          	2.910145e-02
6             	2.917401e-02
6.05          	2.924209e-02
6.1           	2.930541e-02
6.15          	2.936379e-02
6.2           	2.941769e-02
6.25          	2.946711e-02
6.3           	2.951309e-02
6.35          	2.955652e-02
6.4           	2.959817e-02
6.45          	2.963861e-02
6.5           	2.967830e-02
6.55          	2.971743e-02
6.6           	2.975610e-02
6.65          	2.979428e-02
6.7           	2.983197e-02
6.75          	2.986919e-02
6.8           	2.990603e-02
6.85          	2.994278e-02
6.9           	2.997972e-02
6.95          	3.001636e-02
7             	3.005257e-02
7.05          	3.008841e-02
7.1           	3.012374e-02
7.15          	3.015859e-02
7.2           	3.019301e-02
7.25          	3.022621e-02
7.3           	3.025839e-02
7.35          	3.028933e-02
7.4           	3.031887e-02
7.45          	3.034700e-02
7.5           	3.037342e-02
7.55          	3.039815e-02
7.6           	3.042122e-02
7.65          	3.044266e-02
7.7           	3.046272e-02
7.75          	3.048127e-02
7.8           	3.049863e-02
7.85          	3.051498e-02
7.9           	3.057963e-02
7.95          	3.059415e-02
8             	3.060761e-02
8.05          	3.061983e-02
8.1           	3.063051e-02
8.15          	3.063933e-02
8.2           	3.064594e-02
8.25          	3.065011e-02
8.3           	3.065181e-02
8.35          	3.065123e-02
8.4           	3.064869e-02
8.45          	3.064474e-02
8.5           	3.064018e-02
8.55          	3.063555e-02
8.6           	3.063160e-02
8.65          	3.062900e-02
8.7           	3.062839e-02
8.75          	3.063039e-02
8.8           	3.063544e-02
8.85          	3.064377e-02
8.9           	3.065541e-02
8.95          	3.067020e-02
9             	3.068781e-02
9.05          	3.070841e-02
9.1           	3.072982e-02
9.15          	3.075203e-02
9.2           	3.077440e-02
9.25          	3.079636e-02
9.3           	3.081744e-02
9.35          	3.083742e-02
9.4           	3.085628e-02
9.45          	3.087410e-02
9.5           	3.089188e-02
9.55          	3.090864e-02
9.6           	3.092548e-02
9.65          	3.094289e-02
9.7           	3.096142e-02
9.75          	3.098162e-02
9.8           	3.100406e-02
9.85          	3.102917e-02
9.9           	3.105726e-02
9.95          	3.108868e-02
10            	3.112346e-02
10.05         	3.116153e-02
10.1          	3.120277e-02
10.15         	3.124678e-02
10.2          	3.129285e-02
10.25         	3.134017e-02
10.3          	3.138902e-02
10.35         	3.143608e-02
10.4          	3.148156e-02
10.45         	3.152435e-02
10.5          	3.156357e-02
10.55         	3.159853e-02
10.6          	3.162838e-02
10.65         	3.165195e-02
10.7          	3.166798e-02
10.75         	3.167509e-02
10.8          	3.167196e-02
10.85         	3.165743e-02
10.9          	3.163033e-02
10.95         	3.159105e-02
11            	3.154118e-02
11.05         	3.148037e-02
11.1          	3.141038e-02
11.15         	3.133458e-02
11.2          	3.125741e-02
11.25         	3.118352e-02
11.3          	3.111763e-02
11.35         	3.106237e-02
11.4          	3.101942e-02
11.45         	3.099055e-02
11.5          	3.097574e-02
11.55         	3.097417e-02
11.6          	3.098502e-02
11.65         	3.100669e-02
11.7          	3.103744e-02
11.75         	3.107516e-02
11.8          	3.113558e-02
11.85         	3.118119e-02
11.9          	3.122845e-02
11.95         	3.127585e-02
12            	3.132202e-02
12.05         	3.136573e-02
12.1          	3.140598e-02
12.15         	3.144193e-02
12.2          	3.147492e-02
12.25         	3.150114e-02
12.3          	3.152207e-02
12.35         	3.153757e-02
12.4          	3.154733e-02
12.45         	3.155086e-02
12.5          	3.154973e-02
12.55         	3.153948e-02
12.6          	3.152222e-02
12.65         	3.149854e-02
12.7          	3.270888e-02
12.75         	3.330383e-02
12.8          	3.433500e-02
12.85         	3.496303e-02
12.9          	3.495413e-02
12.95         	3.492868e-02
13            	3.490898e-02
13.05         	3.489616e-02
13.1          	3.489052e-02
13.15         	3.489139e-02
13.2          	3.489726e-02
13.25         	3.490585e-02
13.3          	3.491452e-02
13.35         	3.492089e-02
13.4          	3.492265e-02
13.45         	3.491828e-02
13.5          	3.490735e-02
13.55         	3.489010e-02
13.6          	3.491391e-02
13.65         	3.488713e-02
13.7          	3.485749e-02
13.75         	3.482636e-02
13.8          	3.479534e-02
13.85         	3.476590e-02
13.9          	3.474063e-02
13.95         	3.471773e-02
14            	3.469908e-02
14.05         	3.468481e-02
14.1          	3.467470e-02
14.15         	3.467564e-02
14.2          	3.467395e-02
14.25         	3.467427e-02
14.3          	3.467733e-02
14.35         	3.468274e-02
14.4          	3.468986e-02
14.45         	3.469817e-02
14.5          	3.470706e-02
14.55         	3.471580e-02
14.6          	3.473373e-02
14.65         	3.474035e-02
14.7          	3.474550e-02
14.75         	3.474951e-02
14.8          	3.475305e-02
14.85         	3.475693e-02
14.9          	3.476169e-02
14.95         	3.476963e-02
15            	3.477665e-02
15.05         	3.478415e-02
15.1          	3.479109e-02
15.15         	3.479611e-02
15.2          	3.479771e-02
15.25         	3.479406e-02
15.3          	3.478255e-02
15.35         	3.475895e-02
15.4          	3.471664e-02
15.45         	3.464600e-02
15.5          	3.453499e-02
15.55         	3.437233e-02
15.6          	3.415099e-02
15.65         	3.387124e-02
15.7          	3.354566e-02
15.75         	3.319355e-02
15.8          	3.283527e-02
15.85         	3.248631e-02
15.9          	3.215861e-02
15.95         	3.186447e-02
16            	3.161349e-02
16.05         	3.140432e-02
16.1          	3.123057e-02
16.15         	3.108636e-02
16.2          	3.097008e-02
16.25         	3.087925e-02
16.3          	3.080921e-02
16.35         	3.075460e-02
16.4          	3.071073e-02
16.45         	3.067445e-02
16.5          	3.064483e-02
16.55         	3.062192e-02
16.6          	3.060617e-02
16.65         	3.059885e-02
16.7          	3.059992e-02
16.75         	3.060803e-02
16.8          	3.062066e-02
16.85         	3.063513e-02
16.9          	3.064881e-02
16.95         	3.065955e-02
17            	3.066541e-02
17.05         	3.066459e-02
17.1          	3.065580e-02
17.15         	3.063814e-02
17.2          	3.061094e-02
17.25         	3.057413e-02
17.3          	3.052827e-02
17.35         	3.047544e-02
17.4          	3.041957e-02
17.45         	3.036276e-02
17.5          	3.030710e-02
17.55         	3.025502e-02
17.6          	3.025927e-02
17.65         	3.023858e-02
17.7          	3.021977e-02
17.75         	3.021682e-02
17.8          	3.022914e-02
17.85         	3.025506e-02
17.9          	3.029364e-02
17.95         	3.034280e-02
18            	3.041567e-02
18.05         	3.047977e-02
18.1          	3.054795e-02
18.15         	3.061833e-02
18.2          	3.068934e-02
18.25         	3.076006e-02
18.3          	3.082948e-02
18.35         	3.089675e-02
18.4          	3.096108e-02
18.45         	3.102199e-02
18.5          	3.107911e-02
18.55         	3.113235e-02
18.6          	3.118144e-02
18.65         	3.122615e-02
18.7          	3.126629e-02
18.75         	3.130172e-02
18.8          	3.133229e-02
18.85         	3.135778e-02
18.9          	3.137791e-02
18.95         	3.139238e-02
19            	3.140080e-02
19.05         	3.140281e-02
19.1          	3.143395e-02
19.15         	3.142214e-02
19.2          	3.140314e-02
19.25         	3.137701e-02
19.3          	3.134417e-02
19.35         	3.130538e-02
19.4          	3.128608e-02
19.45         	3.123925e-02
19.5          	3.119102e-02
19.55         	3.114346e-02
19.6          	3.109879e-02
19.65         	3.105913e-02
19.7          	3.102597e-02
19.75         	3.099993e-02
19.8          	3.098093e-02
19.85         	3.096848e-02
19.9          	3.096200e-02
19.95         	3.096112e-02
20            	3.096568e-02
20.05         	3.097582e-02
20.1          	3.099171e-02
20.15         	3.101336e-02
20.2          	3.104046e-02
20.25         	3.107227e-02
20.3          	3.110772e-02
20.35         	3.114552e-02
20.4          	3.118426e-02
20.45         	3.122256e-02
20.5          	3.125913e-02
20.55         	3.129276e-02
20.6          	3.132231e-02
20.65         	3.134688e-02
20.7          	3.136578e-02
20.75         	3.164758e-02
20.8          	3.165438e-02
20.85         	3.165555e-02
20.9          	3.165195e-02
20.95         	3.164478e-02
21            	3.163558e-02
21.05         	3.162603e-02
21.1          	3.161764e-02
21.15         	3.161156e-02
21.2          	3.160831e-02
21.25         	3.160767e-02
21.3          	3.160891e-02
21.35         	3.161091e-02
21.4          	3.161240e-02
21.45         	3.161212e-02
21.5          	3.160889e-02
21.55         	3.160166e-02
21.6          	3.158975e-02
21.65         	3.157272e-02
21.7          	3.155038e-02
21.75         	3.152277e-02
21.8          	3.149015e-02
21.85         	3.145311e-02
21.9          	3.141255e-02
21.95         	3.136941e-02
22            	3.132472e-02
22.05         	3.127962e-02
22.1          	3.123509e-02
22.15         	3.119257e-02
22.2          	3.115336e-02
22.25         	3.111834e-02
22.3          	3.108773e-02
22.35         	3.106664e-02
22.4          	3.104483e-02
22.45         	3.102741e-02
22.5          	3.101461e-02
22.55         	3.101665e-02
22.6          	3.101412e-02
22.65         	3.101729e-02
22.7          	3.102634e-02
22.75         	3.104220e-02
22.8          	3.106313e-02
22.85         	3.108990e-02
22.9          	3.112550e-02
22.95         	3.116289e-02
23            	3.120473e-02
23.05         	3.125025e-02
23.1          	3.129843e-02
