# Region      : all 
# Cells       : 128000
# Volume      : 2.000000e-03
# Time        	volAverage(alpha.air)
0             	0.000000e+00
0.05          	1.767886e-03
0.1           	2.267886e-03
0.15          	2.767886e-03
0.2           	3.267886e-03
0.25          	3.767886e-03
0.3           	4.267886e-03
0.35          	4.767886e-03
0.4           	5.267886e-03
0.45          	5.767886e-03
0.5           	6.267886e-03
0.55          	6.767886e-03
0.6           	7.267886e-03
0.65          	7.767886e-03
0.7           	8.267886e-03
0.75          	8.767886e-03
0.8           	9.267887e-03
0.85          	9.767888e-03
0.9           	1.026789e-02
0.95          	1.076789e-02
1             	1.126789e-02
1.05          	1.176789e-02
1.1           	1.226789e-02
1.15          	1.276789e-02
1.2           	1.326789e-02
1.25          	1.376789e-02
1.3           	1.426789e-02
1.35          	1.476789e-02
1.4           	1.526789e-02
1.45          	1.576789e-02
1.5           	1.626789e-02
1.55          	1.676789e-02
1.6           	1.726789e-02
1.65          	1.776789e-02
1.7           	1.826789e-02
1.75          	1.876789e-02
1.8           	1.926789e-02
1.85          	1.976789e-02
1.9           	2.026789e-02
1.95          	2.076789e-02
2             	2.126789e-02
2.05          	2.176789e-02
2.1           	2.226789e-02
2.15          	2.276789e-02
2.2           	2.326789e-02
2.25          	2.376789e-02
2.3           	2.426789e-02
2.35          	2.476789e-02
2.4           	2.526789e-02
2.45          	2.576789e-02
2.5           	2.626789e-02
2.55          	2.676789e-02
2.6           	2.726789e-02
2.65          	2.776789e-02
2.7           	2.826789e-02
2.75          	2.876789e-02
2.8           	2.926789e-02
2.85          	2.976790e-02
2.9           	3.026790e-02
2.95          	3.076790e-02
3             	3.126790e-02
3.05          	3.176790e-02
3.1           	3.226791e-02
3.15          	3.276792e-02
3.2           	3.326794e-02
3.25          	3.376794e-02
3.3           	3.426794e-02
3.35          	3.476795e-02
3.4           	3.526795e-02
3.45          	3.576795e-02
3.5           	3.626795e-02
3.55          	3.676795e-02
3.6           	3.726796e-02
3.65          	3.776796e-02
3.7           	3.826795e-02
3.75          	3.876785e-02
3.8           	3.926719e-02
3.85          	3.976443e-02
3.9           	4.025587e-02
3.95          	4.073514e-02
4             	4.119379e-02
4.05          	4.162280e-02
4.1           	4.201367e-02
4.15          	4.235881e-02
4.2           	4.265143e-02
4.25          	4.288472e-02
4.3           	4.305404e-02
4.35          	4.316012e-02
4.4           	4.320995e-02
4.45          	4.321410e-02
4.5           	4.318330e-02
4.55          	4.314444e-02
4.6           	4.312592e-02
4.65          	4.312876e-02
4.7           	4.314279e-02
4.75          	4.315773e-02
4.8           	4.316027e-02
4.85          	4.313159e-02
4.9           	4.305778e-02
4.95          	4.293112e-02
5             	4.274467e-02
5.05          	4.250327e-02
5.1           	4.226246e-02
5.15          	4.214235e-02
5.2           	4.212550e-02
5.25          	4.214536e-02
5.3           	4.216930e-02
5.35          	4.217735e-02
5.4           	4.215895e-02
5.45          	4.210711e-02
5.5           	4.202266e-02
5.55          	4.191144e-02
5.6           	4.179854e-02
5.65          	4.173524e-02
5.7           	4.170935e-02
5.75          	4.169801e-02
5.8           	4.169752e-02
5.85          	4.170840e-02
5.9           	4.172934e-02
5.95          	4.175710e-02
6             	4.178806e-02
6.05          	4.182089e-02
6.1           	4.185584e-02
6.15          	4.189151e-02
6.2           	4.192708e-02
6.25          	4.196306e-02
6.3           	4.199998e-02
6.35          	4.203782e-02
6.4           	4.207656e-02
6.45          	4.211690e-02
6.5           	4.215941e-02
6.55          	4.220388e-02
6.6           	4.224977e-02
6.65          	4.229652e-02
6.7           	4.234383e-02
6.75          	4.239178e-02
6.8           	4.244020e-02
6.85          	4.248857e-02
6.9           	4.253638e-02
6.95          	4.258313e-02
7             	4.262837e-02
7.05          	4.267173e-02
7.1           	4.271273e-02
7.15          	4.275113e-02
7.2           	4.278672e-02
7.25          	4.281917e-02
7.3           	4.284791e-02
7.35          	4.287240e-02
7.4           	4.289219e-02
7.45          	4.290703e-02
7.5           	4.291700e-02
7.55          	4.292225e-02
7.6           	4.292294e-02
7.65          	4.291941e-02
7.7           	4.291213e-02
7.75          	4.290138e-02
7.8           	4.288731e-02
7.85          	4.287009e-02
7.9           	4.284975e-02
7.95          	4.282630e-02
8             	4.279986e-02
8.05          	4.277066e-02
8.1           	4.273887e-02
8.15          	4.270463e-02
8.2           	4.266797e-02
8.25          	4.262897e-02
8.3           	4.258773e-02
8.35          	4.254429e-02
