# Region      : all 
# Cells       : 16000
# Volume      : 2.000000e-03
# Time        	volAverage(alpha.air)
0             	0.000000e+00
0.05          	5.046558e-04
0.1           	1.004656e-03
0.15          	1.504656e-03
0.2           	2.004656e-03
0.25          	2.504656e-03
0.3           	3.004658e-03
0.35          	3.504658e-03
0.4           	4.004658e-03
0.45          	4.504658e-03
0.5           	5.004658e-03
0.55          	5.504659e-03
0.6           	6.004659e-03
0.65          	6.504688e-03
0.7           	7.004689e-03
0.75          	7.504689e-03
0.8           	8.004689e-03
0.85          	8.504689e-03
0.9           	9.004689e-03
0.95          	9.504689e-03
1             	1.000469e-02
1.05          	1.050469e-02
1.1           	1.100469e-02
1.15          	1.150469e-02
1.2           	1.200469e-02
1.25          	1.250470e-02
1.3           	1.300470e-02
1.35          	1.350470e-02
1.4           	1.400470e-02
1.45          	1.450470e-02
1.5           	1.500470e-02
1.55          	1.550470e-02
1.6           	1.600470e-02
1.65          	1.650470e-02
1.7           	1.700470e-02
1.75          	1.750470e-02
1.8           	1.800470e-02
1.85          	1.850470e-02
1.9           	1.900470e-02
1.95          	1.950470e-02
2             	2.000470e-02
2.05          	2.050470e-02
2.1           	2.100470e-02
2.15          	2.150470e-02
2.2           	2.200470e-02
2.25          	2.250470e-02
2.3           	2.300471e-02
2.35          	2.350471e-02
2.4           	2.400471e-02
2.45          	2.450471e-02
2.5           	2.500471e-02
2.55          	2.550471e-02
2.6           	2.600471e-02
2.65          	2.650471e-02
2.7           	2.700471e-02
2.75          	2.750471e-02
2.8           	2.800471e-02
2.85          	2.850471e-02
2.9           	2.900471e-02
2.95          	2.950471e-02
3             	3.000471e-02
3.05          	3.050471e-02
3.1           	3.100471e-02
3.15          	3.150471e-02
3.2           	3.200471e-02
3.25          	3.250471e-02
3.3           	3.300471e-02
3.35          	3.350471e-02
3.4           	3.400471e-02
3.45          	3.450471e-02
3.5           	3.500471e-02
3.55          	3.550471e-02
3.6           	3.600471e-02
3.65          	3.650471e-02
3.7           	3.700471e-02
3.75          	3.750471e-02
3.8           	3.800471e-02
3.85          	3.850471e-02
3.9           	3.900470e-02
3.95          	3.950428e-02
4             	3.999931e-02
4.05          	4.048011e-02
4.1           	4.093535e-02
4.15          	4.135451e-02
4.2           	4.172848e-02
4.25          	4.205046e-02
4.3           	4.231423e-02
4.35          	4.251283e-02
4.4           	4.263991e-02
4.45          	4.269760e-02
4.5           	4.270440e-02
4.55          	4.269335e-02
4.6           	4.268345e-02
4.65          	4.267745e-02
4.7           	4.267278e-02
4.75          	4.266609e-02
4.8           	4.265140e-02
4.85          	4.261828e-02
4.9           	4.255528e-02
4.95          	4.245870e-02
5             	4.237028e-02
5.05          	4.232666e-02
5.1           	4.231049e-02
5.15          	4.230416e-02
5.2           	4.229989e-02
5.25          	4.229161e-02
5.3           	4.227605e-02
5.35          	4.225150e-02
5.4           	4.222228e-02
5.45          	4.219365e-02
5.5           	4.216387e-02
5.55          	4.212909e-02
5.6           	4.208823e-02
5.65          	4.204759e-02
5.7           	4.201415e-02
5.75          	4.199233e-02
5.8           	4.197747e-02
5.85          	4.196973e-02
5.9           	4.197215e-02
5.95          	4.197756e-02
6             	4.198261e-02
6.05          	4.198725e-02
6.1           	4.199219e-02
6.15          	4.199654e-02
6.2           	4.199965e-02
6.25          	4.199988e-02
6.3           	4.199663e-02
6.35          	4.198912e-02
6.4           	4.197609e-02
6.45          	4.195745e-02
6.5           	4.193371e-02
6.55          	4.190546e-02
6.6           	4.187427e-02
6.65          	4.184076e-02
6.7           	4.180439e-02
6.75          	4.176496e-02
6.8           	4.172209e-02
6.85          	4.167613e-02
6.9           	4.162978e-02
6.95          	4.158593e-02
7             	4.154017e-02
7.05          	4.149101e-02
7.1           	4.143769e-02
7.15          	4.138066e-02
7.2           	4.131979e-02
