# Residuals   
# Time        	p_rgh         
0             	N/A
0.005         	1.000000e+00
0.01          	2.108810e-01
0.015         	2.211261e-01
0.02          	1.557727e-01
0.025         	7.415431e-02
0.03          	4.861191e-02
0.035         	3.425787e-02
0.04          	2.627610e-02
0.045         	2.234206e-02
0.05          	2.002601e-02
0.055         	1.859427e-02
0.06          	1.698718e-02
0.065         	1.557052e-02
0.07          	1.416935e-02
0.075         	1.328181e-02
0.08          	1.280266e-02
0.085         	1.234579e-02
0.09          	1.184176e-02
0.095         	1.144902e-02
0.1           	1.137578e-02
0.105         	1.116633e-02
0.11          	1.110645e-02
0.115         	1.081903e-01
0.12          	2.015547e-02
0.125         	1.567824e-02
0.13          	1.698143e-02
0.135         	1.228061e-02
0.14          	9.425521e-03
0.145         	1.110897e-02
0.15          	1.080352e-02
0.155         	1.240080e-02
0.16          	9.694748e-03
0.165         	9.710785e-03
0.17          	1.903373e-02
0.175         	1.004162e-01
0.18          	2.371781e-02
0.185         	1.736014e-02
0.19          	1.602461e-02
0.195         	8.717368e-03
0.2           	8.556536e-03
0.205         	8.592493e-03
0.21          	8.114859e-03
0.215         	8.714274e-03
0.22          	8.193002e-03
0.225         	8.066568e-03
0.23          	8.064413e-03
0.235         	9.189952e-03
0.24          	9.197896e-03
0.245         	8.618124e-03
0.25          	9.923283e-03
0.255         	8.162061e-03
0.26          	8.598518e-03
0.265         	9.076502e-03
0.27          	9.191871e-03
0.275         	7.709677e-03
0.28          	7.167339e-03
0.285         	8.144204e-03
0.29          	8.515152e-03
0.295         	7.590694e-03
0.3           	7.209984e-03
0.305         	6.850867e-03
0.31          	6.489019e-03
0.315         	7.221980e-03
0.32          	1.045666e-02
0.325         	1.008017e-02
0.33          	7.923668e-03
0.335         	7.496457e-03
0.34          	7.708000e-03
0.345         	6.805156e-03
0.35          	6.131681e-03
0.355         	5.986947e-03
0.36          	6.058599e-03
0.365         	6.528637e-03
0.37          	6.380241e-03
0.375         	6.158576e-03
0.38          	5.893352e-03
0.385         	7.849604e-03
0.39          	1.091353e-02
0.395         	7.819280e-03
0.4           	7.625231e-03
0.405         	1.819055e-02
0.41          	1.490475e-02
0.415         	9.357008e-03
0.42          	7.067129e-03
0.425         	6.654104e-03
0.43          	6.389851e-03
0.435         	5.954372e-03
0.44          	5.833121e-03
0.445         	7.595725e-03
0.45          	6.608937e-03
0.455         	6.360507e-03
0.46          	5.970877e-03
0.465         	5.798338e-03
0.47          	5.693919e-03
0.475         	7.462084e-03
0.48          	5.723671e-03
0.485         	5.382870e-03
0.49          	5.373360e-03
0.495         	5.405595e-03
0.5           	5.551013e-03
0.505         	1.550114e-02
0.51          	1.744072e-02
0.515         	6.137979e-03
0.52          	5.793912e-03
0.525         	7.066885e-03
0.53          	7.014090e-03
0.535         	5.679732e-03
0.54          	5.071258e-03
0.545         	4.739187e-03
0.55          	4.535922e-03
0.555         	4.416538e-03
0.56          	4.388500e-03
0.565         	4.332046e-03
0.57          	4.492502e-03
0.575         	4.466660e-03
0.58          	5.629102e-03
0.585         	6.739685e-03
0.59          	6.246112e-03
0.595         	5.415079e-03
0.6           	4.943171e-03
0.605         	5.485522e-03
0.61          	4.799112e-03
0.615         	5.201324e-02
0.62          	2.921546e-02
0.625         	1.306053e-02
0.63          	8.610290e-03
0.635         	6.477121e-03
0.64          	5.212761e-03
0.645         	4.823696e-03
0.65          	4.650857e-03
0.655         	4.830635e-03
0.66          	4.597842e-03
0.665         	4.530175e-03
0.67          	4.329818e-03
0.675         	4.175775e-03
0.68          	4.136230e-03
0.685         	4.114755e-03
0.69          	4.126164e-03
0.695         	4.767014e-03
0.7           	9.092615e-03
0.705         	4.566171e-03
0.71          	4.525279e-03
0.715         	4.316860e-03
0.72          	3.958828e-03
0.725         	4.255272e-03
0.73          	4.048328e-03
0.735         	4.487804e-03
0.74          	4.037187e-03
0.745         	4.040330e-03
0.75          	4.071700e-03
0.755         	3.665723e-03
0.76          	3.738330e-03
0.765         	3.924051e-03
0.77          	3.987156e-03
0.775         	4.035981e-03
0.78          	3.995714e-03
0.785         	3.507903e-03
0.79          	3.415616e-03
0.795         	3.325320e-03
0.8           	3.245658e-03
0.805         	3.215822e-03
0.81          	3.238751e-03
0.815         	3.370072e-03
0.82          	3.491620e-03
0.825         	4.471175e-03
0.83          	4.544550e-03
0.835         	4.713679e-03
0.84          	3.374113e-03
0.845         	3.531096e-03
0.85          	3.218356e-03
0.855         	3.439240e-03
0.86          	3.179158e-03
0.865         	3.257603e-03
0.87          	2.883161e-03
0.875         	2.852499e-03
0.88          	2.826995e-03
0.885         	3.111234e-03
0.89          	3.269476e-03
0.895         	2.885456e-03
0.9           	2.865497e-03
0.905         	2.789921e-03
0.91          	2.556575e-03
0.915         	2.526185e-03
0.92          	3.052539e-03
0.925         	2.753337e-03
0.93          	2.518055e-03
0.935         	2.647692e-03
0.94          	2.281229e-03
0.945         	2.208947e-03
0.95          	2.229819e-03
0.955         	2.204841e-03
0.96          	2.141795e-03
0.965         	2.174793e-03
0.97          	2.243805e-03
0.975         	3.742601e-03
0.98          	2.778898e-03
0.985         	2.198136e-03
0.99          	2.303149e-03
0.995         	2.316139e-03
1             	2.189644e-03
1.005         	2.114189e-03
