# Residuals   
# Time        	p_rgh         
0             	N/A
0.005         	1.000000e+00
0.01          	5.313054e-01
0.015         	5.182564e-01
0.02          	5.544512e-01
0.025         	2.311334e-01
0.03          	9.784138e-02
0.035         	5.174277e-02
0.04          	3.154281e-02
0.045         	2.484194e-02
0.05          	2.156940e-02
0.055         	1.989674e-02
0.06          	1.840129e-02
0.065         	1.719572e-02
0.07          	1.630651e-02
0.075         	1.593124e-02
0.08          	1.480902e-02
0.085         	1.390580e-02
0.09          	1.329217e-02
0.095         	1.284489e-02
0.1           	1.267444e-02
0.105         	1.225163e-02
0.11          	1.201290e-02
0.115         	1.153958e-02
0.12          	1.143298e-02
0.125         	1.136393e-02
0.13          	1.127815e-02
0.135         	1.108798e-02
0.14          	1.094403e-02
0.145         	1.090410e-02
0.15          	1.087371e-02
0.155         	1.073024e-02
0.16          	1.062686e-02
0.165         	1.049365e-02
0.17          	1.061066e-02
0.175         	1.059115e-02
0.18          	1.046439e-02
0.185         	1.026029e-02
0.19          	9.889658e-03
0.195         	9.554047e-03
0.2           	9.808133e-03
0.205         	1.001532e-02
0.21          	9.816324e-03
0.215         	9.620668e-03
0.22          	9.221028e-03
0.225         	9.130726e-03
0.23          	8.875793e-03
0.235         	8.828847e-03
0.24          	8.696143e-03
0.245         	8.627775e-03
0.25          	8.609528e-03
0.255         	8.445558e-03
0.26          	8.137613e-03
0.265         	7.814510e-03
0.27          	7.791043e-03
0.275         	7.716115e-03
0.28          	7.514900e-03
0.285         	7.296668e-03
0.29          	7.092090e-03
0.295         	6.996385e-03
0.3           	7.014176e-03
0.305         	6.951626e-03
0.31          	6.794499e-03
0.315         	6.584007e-03
0.32          	6.486922e-03
0.325         	6.405724e-03
0.33          	6.341976e-03
0.335         	6.235361e-03
0.34          	6.083876e-03
0.345         	5.925642e-03
0.35          	5.786464e-03
0.355         	5.670564e-03
0.36          	5.562725e-03
0.365         	5.466633e-03
0.37          	5.355711e-03
0.375         	5.179945e-03
0.38          	5.024954e-03
0.385         	5.006740e-03
0.39          	4.945259e-03
0.395         	4.849291e-03
0.4           	4.739627e-03
0.405         	4.672691e-03
0.41          	4.678170e-03
0.415         	4.658152e-03
0.42          	4.554797e-03
0.425         	4.490176e-03
0.43          	4.478718e-03
0.435         	4.454326e-03
0.44          	4.390061e-03
0.445         	4.398350e-03
0.45          	4.386899e-03
0.455         	4.346125e-03
0.46          	4.255675e-03
0.465         	4.236346e-03
0.47          	4.271560e-03
0.475         	4.241133e-03
0.48          	4.156440e-03
0.485         	4.119377e-03
0.49          	4.128808e-03
0.495         	4.138391e-03
0.5           	4.122334e-03
0.505         	4.070928e-03
0.51          	4.056358e-03
0.515         	4.033686e-03
0.52          	3.996624e-03
0.525         	3.987869e-03
0.53          	3.976153e-03
0.535         	3.987935e-03
0.54          	3.947175e-03
0.545         	3.885544e-03
0.55          	3.857736e-03
0.555         	3.850876e-03
0.56          	3.824656e-03
0.565         	3.763048e-03
0.57          	3.711767e-03
0.575         	3.703371e-03
0.58          	3.681974e-03
0.585         	3.634440e-03
0.59          	3.574353e-03
0.595         	3.538908e-03
0.6           	3.503932e-03
0.605         	3.467557e-03
0.61          	3.422618e-03
0.615         	3.370316e-03
0.62          	3.335214e-03
0.625         	3.303571e-03
0.63          	3.258397e-03
0.635         	3.208583e-03
0.64          	3.173778e-03
0.645         	3.127609e-03
0.65          	3.090824e-03
0.655         	3.049035e-03
0.66          	3.011816e-03
0.665         	2.974553e-03
0.67          	2.926253e-03
0.675         	2.879728e-03
0.68          	2.844713e-03
0.685         	2.822528e-03
0.69          	2.771846e-03
0.695         	2.723811e-03
0.7           	2.677408e-03
0.705         	2.633245e-03
0.71          	2.603169e-03
0.715         	2.587286e-03
0.72          	2.551849e-03
0.725         	2.503131e-03
0.73          	2.490905e-03
0.735         	2.461133e-03
0.74          	2.409099e-03
0.745         	2.341044e-03
0.75          	2.298072e-03
0.755         	2.281775e-03
0.76          	2.259557e-03
0.765         	2.219917e-03
0.77          	2.180086e-03
0.775         	2.143974e-03
0.78          	2.131798e-03
0.785         	2.099587e-03
0.79          	2.048348e-03
0.795         	2.009833e-03
0.8           	1.986607e-03
0.805         	1.965526e-03
0.81          	1.932253e-03
0.815         	1.889733e-03
0.82          	1.849941e-03
0.825         	1.829679e-03
0.83          	1.806556e-03
0.835         	1.766825e-03
0.84          	1.730592e-03
0.845         	1.713516e-03
0.85          	1.688842e-03
0.855         	1.666350e-03
0.86          	1.624662e-03
0.865         	1.596441e-03
0.87          	1.572193e-03
0.875         	1.547301e-03
0.88          	1.534741e-03
0.885         	1.498961e-03
0.89          	1.472833e-03
0.895         	1.454780e-03
0.9           	1.438520e-03
0.905         	1.415192e-03
0.91          	1.387194e-03
0.915         	1.364689e-03
0.92          	1.351167e-03
0.925         	1.330671e-03
0.93          	1.305746e-03
0.935         	1.294746e-03
0.94          	1.278667e-03
0.945         	1.262849e-03
0.95          	1.249243e-03
0.955         	1.225564e-03
0.96          	1.208913e-03
0.965         	1.191783e-03
0.97          	1.171936e-03
0.975         	1.153452e-03
0.98          	1.138181e-03
0.985         	1.124955e-03
0.99          	1.116471e-03
0.995         	1.110014e-03
1             	1.097885e-03
1.005         	1.081479e-03
